comment,SEJ_label,PEJ_label,MRJ_label
연예인들은 연예활동만 하자. 상권 다 흐트려놓지 말고,0,0,1
알코올소비를 부추기는 연예인들 문제있다,0,0,0
프로그램에서도~주당이면 대단한~개선장군인양...홍보~역겨워..그래봐야~알콜중독자 일뿐이다.,1,1,1
어쩐지 유투브에서 술만 퍼마시더니. 지 술 팔려는거였어,1,1,1
은근히 광고하네...경탁주라...찾아보게되네....,0,0,0
술 쳐마시는 유투버 좀 그만 보고싶다..,1,0,1
경쟁사에서 지인을 포섭했다고 봐야겠네~,0,0,0
"시경씨~ 한국에서 제조업은  대기업, 관공서, 소비자에게  치이는 슈퍼을이라는걸 알아야.......",0,0,0
"자신 이름  빌려 팔았으면,. 책임있는거 아닌가",0,1,0
그냥 노래나 부르지 뭐한다고 굳이 술먹방 찍고 막걸리 사업까지 ㅉㅉ 참 아휴 적당히좀 하세요,1,1,0
술로망하리  ~술을끊으시길,1,0,0
"돈독이 올라서 부동산 투기에  주류 사업에.... 가수면 노래에만 집중했으면 좋겠다.... 추하다, 성시경",1,1,1
알콜중독자중에 노래잘하는 사람이라 라벨도 술땜에 깜빡했나부네ㅋㅋㅋ,0,1,1
지인들끼리 나눠 먹는 것도 기재해야 한다고? 이게 맞는 거냐,0,0,0
연옌들은 뭐든 쉽구나.,0,1,1
지인한테 주고 당한거?? 인간불신 생기겠다,0,1,0
근데 이정도면 노이즈마케팅 대성공이네,0,0,1
성시경이 생산한 술 나온 거 이 기사보고 알았네. 한 번 사서 먹어보고 싶긴 하군.,0,0,0
잘하는거만 해라이상한거 손대지말고,1,0,0
이거 진짜 맛있는술이다. 아직도 품절대란.시제품에 누가 라벨을 붙인다고..ㅎㅎㅎ 먹는데 이물질이 나온것도 아니고 단순 행정착오인데 난독 많네,0,0,1
지인중에 하나가 신고한거네 와.....,0,0,0
뭐든 전문가가 있는데. 가수는 가수 본업에 집중하시길.,0,0,1
일반국민들도 좀묵고살자,0,0,0
ㅅ시경씨 ㅋㅋㅋ 한잔해,0,0,0
"저 막걸리, 설탕물 수준. 과연 술 맛을 아는 사람인가 싶음.",1,1,1
무알콜막걸리좀 만들어주소! 술담배 않하는 사람은 어떡하고,0,0,0
맞다. 연예인들이 물 다흐리네 ㅠㅠ 저러면서 또 광고가 되버렸네 ㅠㅠ,1,0,1
"홍보 제대로 하는 듯,,,  대박나요,,,,,?!",0,0,0
술장사 성시경과 안 어울리는데 잘 자요 한잔먹고,0,0,0
먹고 살만큼 있으면 잘하는 가수나 하지 얼마나 더 가지고 싶어서 돈 욕심은..,1,1,0
툭툭 털고 일어나 더 큰 범죄로 보답해줘요,0,1,1
우리 어머니 집에서 담근 도라지주 주변 친척분들께 나눠 드렷는데..불법 위법 탈법자되셧다..,0,0,0
잘 모르면 하지를 마라 좀,1,1,0
법공부나 하믄서.. 장사하자.. 대충살지말고,1,0,1
술을 술을 부르는 날이 온다 자제해라,0,0,0
차라리 영탁도 탁막걸리라고 햇음.......흑....(울기시작),0,0,1
술꾼들이 많으니 세상이 어질어질하다,1,1,0
연예인들 내세워서 홍보하는 그런거 이제는 안 통하고 재미없어요 ㅎㅎ,0,0,0
노래가 뜸하니 술장사를 하네,1,0,1
이런게 뉴스가 되는구나 희한하네 ♥♥♥♥,0,1,0
픕ㅋㅋㅋ 겜돌이 겜순이 무시하지 말라 이거야ㅋㅋㅋㅋㅋ,1,0,0
지인들은 뭘로 만든지 알수없는 술을 먹어도 되나보지,0,0,0
운영규정 미준수로 인해 삭제된 댓글입니다.,0,0,0
연예인은 연예인본분만 충실해라 쫌,0,0,1
수의사가 냥이 간식 만들더니 성시경도 별걸 다 한다 ㅋ 홍보는확실히 된듯,1,0,1
지인들이 마루타도 아니고 테스트용...어감이 좀...,0,1,1
술 진짜 좋아하는구나..그래도  몸조심허시구요.😁,0,0,0
연애인들 먹고 살만한거아냐?서민들 밥상에 숟가락 얻지말자,1,1,1
노래나하지 뭔 ~~~ 친일주의자가 뭔 막걸리?! 사케나 팔던지!!,1,1,1
노래장사 안되냐? 왠 술장사,1,0,1
검색해보니 ㅡㅡㅡ나오네?ㅡㅡㅡ클낫어ㅡㅡㅡ전세계가 다아네ㅡㅡㅡ다아는 것을ㅡㅡㅡㅡ무슨 기밀사항이래?ㅡㅡㅡㅡㅡ맹구들 모아놧나,1,1,1
그 번호가 김건희 사무실인가국민은 의심한다,0,1,1
전국민을 개돼지로 만드는 꿈을 꾸고있는  국민의짐......절대로 그리 안된다.........탄핵 가즈아.,1,1,1
챗GPT에 확인 결과 대통령실이라고 나왔댄다. 끝났다.,0,0,1
02) 800-7070 5층 소대통령실? 오싹하다,0,1,1
"윤뚱, 네 그지같은 처신 때문에 티비 틀때마다 너무 시끄럽고 짜증난다. 잼있냐? 일은 니가 저질러놓고 아랫사람들이 피터지게 싸우는 꼴을 매일보는게?!",1,1,1
이게 윤석열이 말하는 공정과 상식인가 봅니다... 정말 챙피하고 부끄럽습니다.,0,1,1
민생이나좀 챙겨라  허구헌날 트집잡다임기 끝나겠다 정말 징글징글하다,1,1,1
저걸 옹호하는 개돼지들이 많다는게 팩트,1,1,1
윤무능 취임 초기에 거늬가 용산 5층을 사무실로 쓴다고 기사까지 났더만 어디서 구라를 치고 있냐,1,1,1
구글에서 대통령실 경호처래 ㅋㅋㅋㅋㅋ입벌구들 무슨 안보사항이 이러냐,1,1,1
이것들은 국민들이 바보인줄 아나봐.김건희 삼실번호자나,1,1,1
7070 만 기밀인 이유는??,0,0,0
김건희   김정숙   같이   까자  ㅡㅡㅡ,0,1,1
이래서 특검이 필요한것이야,0,0,0
용산은  거짓과  변명으로  일관하고  있네.........이거이  공정과  상식이냐.....탄핵받아  마땅할  지어다,1,1,1
ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ  청와대 보안이나 잘하고 저런 말이나 하면~,1,1,1
챗GTP를 구속해야겄죠   8282 영장청구해라,0,1,1
전화해보니 통화중이어서 잠시후에 다시 걸어주십시오 멘트 나오는데.,0,0,0
"썩렬이는 탄핵 당해야 하고, 죄명이는 깜방에서 썩게 해야 한다. 나라 꼬라지가 꼭 구한 말 같다.",1,1,1
부끄럽다  2 쉐 이  들아~~,1,1,0
"정진석이는 아는게 뭐가있을까?어떻게 비서실장이 됐을까?
성렬이 한테 애완견 이쁜짓했나",1,1,1
"비서실 잘하고있다국가기밀 누설하고 자빠졌네
구글 이런데 처벌해야되는거아녀?
국가기밀  누설했으니",1,1,1
현 정부가 말로만 안보라고 하지 실제 확인을 안했구먼.클랐네,0,1,1
정진석이 우병우랑 김기춘 김학의를 만들어 낼 때 여당의 원내대표였다…또 그 사태를 반복하는 듯..,0,1,1
그걸 걱정하는놈이 비화폰도 안써?,1,1,1
02-800-7070(천공천공) ■ 천공 유튜브 구독하세요. https://youtu.be/CJRDC12rlpc?si=gODVGsZb4BEqgYSG,0,0,0
국민동의청원 이제는 들어가지지도 않네 고의로 막아놨냐 기사도 다 사라졌네,0,1,0
샤넬 화장품 술은 어쨌냐 무섭고 소름끼친다,0,0,1
양평 디올건 특검하라 철저히 수사하라 나라망친다 정신차리라 뭐하냐,1,1,1
부르지도말고..계란말이할사람이없어서,0,0,0
부여 에      쓰레  ㅋ  ㅣㅋㅋㅋ,1,1,0
아무리 권력에 눈이 멀어 망나이 짓을 해도 지킬 것은 지켜 야지!!!,0,1,1
300만안짜리 명품엿 사들고 여사님 만날 수 있는 방법 물어볼까?,0,1,1
ㅋㅋ 왜 번호 2000번아닌지 궁금 이걸 2000으로 안했네~ 안타까워서 어쪄냐 2000번으로 할걸 이걸 놓쳐서,0,0,1
민주당이라하지마 만주당이 맞지,1,1,1
