comment,SEJ_label,PEJ_label,MRJ_label
민주는 먼 말을 좀 해봐라!,0,1,1
한국에서 사회주의 하고 싶어 안달난 사람들 보라. 바로 저게 너희가 생각하는 이상향의 수준이다.,1,1,1
대북 스피커 조속히 설치해서 확성기 작동시켜라,0,0,1
"북한 내란조짐이  있는갑네  괜히 남쪽으로 방향 돌리려고 애쓴다,  그냥  무시하고  대북확성기가 답이다,",1,1,1
모두 수거하여 양산책방으로 보내세요.,0,0,0
수준떨어지는 북개들 지들은 현명하게 대처한다고 하겠지? 이러니 정상적인 국가 취급을 못받지ㅋ,1,1,1
담아서 그대로  풍선으로 돌려 보내라.,0,0,0
강력하게 대응해야 한다. 저놈들은  똑 같이 대응하는 방법 밖에 없다.,1,1,1
"문재인, 조국이놈, 김어준, 이재명 등 주사파 오물들을 풍선에 태워 북한 김정은에게 살포하면..?",1,1,1
국가도 아닌 나라 문재앙이가 국가로 인정해줬더니 쓰레기 국가라는거 인증하고 다니네,1,1,1
이 오물 덩어리  모조리 수거해서 평산책방하는  할배한테 가져다 줘라.  정수기는 어것들  분리수거 잘하고.,1,1,1
저 아가  리에 넣어주세요,0,1,0
대북확성기 초고출력으로 진행해보자~,0,0,0
참 드러븐 인간들이다...저런 유치한 집단을 신주단지 모시듯이 추앙하는 세력들...부끄럽지 않나?,1,1,1
좌파정치인들은 어찌 한마디를 안하냐? 싫다 진짜.,1,1,1
대북방송  확성기 대형 스피커 1000개 설치해라-~,0,0,1
석열아 단호하게 대처하라고 뽑은거 잊었냐? 그렇게 가만있을거면 재명이 뽑았지 왜 너 뽑았겄냐?,1,1,1
윤석렬 뭐하고 있나? 눈뜬 장님이여? 뭐라도 좀 해봐,0,1,1
지도층에 있는 사람의 머리에서 나온게 기껏 이런 유치한 짓이나 하다니.  세계가 웃는다,1,1,1
참 유치하고 구리다.종북좌파들은 이런얘를 뭐가좋다고 그렇게 감싸고 추종하는지.,1,1,1
고작 하는 게 똥 뿌리는 거야?,1,1,0
민주당이 장악한 한국은 진심 무능력하다 ㅉㅉ,1,1,1
우리도 보내자. 죄며이도 같이 보내면 더좋고,0,1,1
이게다 역대급으로 무능한 동네 바보 술꾼 윤두광이 때문이다!! 2찍 토착왜구들 때문에 나라꼴 참 우습게 돌아간다~,1,1,1
이런 놈들에게 문죄인은 뭘 지원해줬나,1,1,0
이게 바로 북한의 수준이다. 모든 역사를 통틀어 쓰레기와 똥오줌을 이웃나라에 풍선에 넣어 날리는 나라는 북한뿐이다 정신차려라 종북세력들아 니들 뇌수준이다,1,1,1
저것들 완전 돌아이 들이네!!!!,1,1,1
저렇게 오물만 뿌리다가 어느 순간 생화학 물질 뿌린다... 그냥 가만히 보고만 있지마라!!,1,1,1
말만 감내하기 힘든 모든조치를 한다고 하지말고 실제 실행에 옮겨라 답답한 정부야 한심하다,1,1,1
누구든 지들 수준대로 노는거지. 오물같은 사교집단.,1,1,1
진짜 수준떨어진다.ㅎ 저게 무슨 국가인가.돈도 없어서 뭘 넣어보낼 게 없으니 분변이란다.ㅎ 아프리카보다 못한 수준이라니.ㅉㅉ,1,1,1
원전 핵쓰레기 북으로 날려 줘라. 걔들 핵 좋아하는데.,1,1,1
세계 탑뉴스요  조롱거리다 약 그만 먹고 유치한 장난질 그만해라...주근깨아줌마,1,1,1
우리는 아무 대응도 안 하나? 이스라엘 정부 보고 좀 배워라. 그 기세당당했던 하마스가 이제는 아주 살려달라고 애걸복걸할 정도.,0,0,1
모아서 양산으로  보내라,0,0,0
"미,일 동맹 강화하고 북이 도발하면 원점 타격한다고 하더니...",0,0,0
대북방송을 즉시 재개하고 풍선은 수집하여 북으로 보내고. 대북 전단지도 다시 보내자.,0,0,1
강력한대응대북방송재개.등.이스라엘처럼배워라,0,0,1
그대로 담아서 그대로 북으로 풍선 띄워 보내라  더불어  내용물도 추가해서,0,1,1
다시 북한으로 보내라 ㆍ 드론으로,1,1,1
오물같은 김여정  잘어울리는 행동이군,1,1,1
어휴 니가 생각해도 쪽팔리제,1,1,1
재명이는 이럴때 북한에 뭔말 좀 해봐라,1,1,1
입으로만  감내하기 힘든조치 떠들지말고 당장 전방지역 확성기 총동원  대북방송 실시해라 확인됀 풍선 1개당 10시간씩,0,1,1
이로써  북돼지 남매는 지능이  낮고  유치하기 이를데가 없는것들로 판명났으니 .  정부는  이제 혼내줘야지??,1,1,1
참 할일 없는 북한이네,1,1,0
