comment,SEJ_label,PEJ_label,MRJ_label
멍청한미국지금도 패권싸움할패귄만노려 저러니경제가바닥이고 위상도 바닥이지 ㅋ,1,1,1
대한민국과 미국의 동맹은 영원합니다.^^,0,0,0
니네가 망쳐논 물가나 보고 시뷰러,1,1,1
한미일 방사능 오염수 동맹은 전 세계를 테러하는 범죄집단일 뿐이지,1,1,1
"국가 부채 35조 4,000억 달러의 빚더미를 자랑하며 무역 적자 1조 달러인 주제에 동맹 타령 하며 헛소리하고 있네요.",1,1,1
미필이 뭘 안다고 ㅋㅋㅋㅋ,1,1,1
제식훈련 좀 제대로 해라. 손발이 안맞은 애들이 너무 많더라. 군대가 아니라 보이스카웃 느낌이었음. 군대는 오 와 열 아니냐?,1,1,1
아무것도 못하니까 2년 연속 120억 쇼를 하며 ㅋㅋㅋ,1,1,1
북한 연병식 보는 줄...,0,0,1
부국강병이라했다. 문재앙은 우리군을 와해하는데 앞장섰지,1,1,1
총이나 한번 쏴본 셋기면 내 말도 안한다 진짜 욤병 오지게하네,1,1,1
구쿤의날 76주넌 이지 왜 건군76주년 이냐? 은근슬쩍 이것들이...,0,1,1
"파워 한국군~강해야 산다~
늠름하고 좋네,",0,0,1
핵미사일 퍼레이드가 시급하다.,0,1,0
꼴물견이 따로없네 ㅎㅎㅎㅎㅎ 국군의날이면 군인들 좀 쉬게냅두지 뭔 짓거리하는거임. 김정은이가 열병식 서울에서 한줄 ㅋㅋㅋ,1,1,1
북한이여 뭐여 ㅋㅋㅋ 김정은 싫다더니 똑같은 짓을 하고있네 ㅋㅋㅋㅋ,1,1,0
"그렇게 국군을 챙기시는 분이  채상병 특검은 왜 거부하는건가?,",0,0,1
"지지율 바닥 치니 국군 동원해서 쇼했구나, 그런다고 국방 튼튼해지고 술돼똥령이 대통령 되나,, 혈세 79억 들여 의미도 없는 지지율 살짝 올리긴 하겠구나",1,1,1
꾀병으로 군대도 안간 미필놈이  군인의날 군인들 잡들이를 하네. 친일 역적놈이 한국을 전쟁으로 망하게 하려고 미국의 개가되어 막 짖고 다니네.,1,1,1
국군은 최고 부동시는 미필,0,1,1
멋지다 우리도 강한군사력으로 이스라엘처럼 적국이도발하면 박살내야한다 특히 중국 북한,1,1,1
"긍겛 .로. ~•~
백성들을은. 장사안되. 부동산 폭망.  

헛바지. 세금 은.  촌정부자로. 올라!!


나럼. Show. 그만",1,1,0
"나라 힘이 약해 비굴하게 살지 말자  치욕적인 역사(6.25,일제 침략) 겪지 안겠다는 강력한 윤석열 대통령 메시지라고 본다",0,0,1
기사좀잘좀씁시다~  본인들은 이게 기사꺼리인가요~,0,0,0
북한과 한국 좌파가 이 기사를 정말 싫어합니다.,0,1,0
전국의료 협상포기하고 사람죽게 놔둬서 병력 감소시키는 주범 윤석열이 뭘 잘했다고 저리 칭찬들 할까,1,1,1
꽐라의 롤모델은 김정은이 맞는듯.ㅉㅉ,1,1,1
하... 보여주기 끝판왕! 내실은 없고 골빈 것!,1,1,1
노태우 정부때 불곰사업의  효능 톡톡  항상미래를 준비하자,0,0,1
미필에게는 좋아보이겠지. 과시욕 북한이냐?,0,1,1
"대한민국 국군, 나라를 지키는 우리의 아들 딸들에게 사랑과 감사와 존경을 표합니다. 예비역 육군병장 김규혁",0,0,0
"국군장병 여러분들,호국영령,살아계시는 6.25참전용사들 자랑스럽습니다 대한민국 화이팅!",0,0,1
좋단다!!!무기에 둘러쌓여서!!!!북한 김정은하고 똑같네!!!!곧 끝날텐데 어쩔랑고!!!!우린 널 북으로 날려버리고 싶다....,1,1,1
현무로 민주개당을 쓸어버려,1,1,0
"트집 잡을걸 잡아라.그동안 얼마나 국력이 강화되었는지, 국민이 다 알아야 되고 뿌듯하기만하다.전 세계에 홍보도 됐고.북한에게 경고도 되었다",0,0,1
타겟 - 양산 소 대갈 평산마을 가즈아,0,1,0
전투기 엔진 국산화 내년 r&d예산 0원..이말 듣고 혈압 올랐다. 윤석열 미친거 아냐?,1,1,1
국민 혈세로 병정놀이 한다는  비계덩어리 천하람 그놈도 똑같은 놈. 그놈은 왜 국민 혈세로 국개 놀이 할까?,1,1,1
이래서 때리는 시늉만 하면 저따위로 날뛰는거임~ 한대 찢어버려야~  아~~~ 내 아가리가 방정이었구나~ 하고 후회함,1,1,1
김정은이 저놈도 실미. 윤석렬도 실미. 한퍄붙자. 대한민국 실미의 위엄을 보여주자!!!!,1,1,1
경향의 논조는 북돼지의 생각과 일치하는듯 매우 보여진다  그것을 우리들의 패션좌파들이 횐호하는것이고  그들이 곧 매국행위를 하는것이다,1,1,1
또 허세를 부리는 북괴,1,1,1
