comment,SEJ_label,PEJ_label,MRJ_label
후임보다 특검이다!!!,0,0,0
"쇼하네아주 윤 지맘대로야
이번총선이후. 넌 끝이야 
윤 가족사기단아",1,1,1
군인들 인선은 절대 안된다. 명심했으면 한다.,0,0,1
불법 은폐 조작 정권의 종말을 볼 때가 됐다... 이번엔 정신 똑디하자!!!!,1,1,1
선거 끝나면  노하우가 있는 이종섭 대사가 호주로 가서  수주을 따내야  좌파들의 억지에 수십조의 방산 수출이 틀어지면 안되지,1,1,1
ㅋㅋㅋ레고랜드 꼬라지보고도 김진태 빨아대는 강원도민클라스ㅋㅋ,1,1,1
좀 제대로 하자. 대충하지 말고. 미래산업 발굴하여 발전을 도모하자.,0,0,0
아직도 있었네.... 그나저나 언제부터 강원도민 일보가 네이버 메인에 이렇게 자주 나오는거야?,0,0,0
선거 망하라고 기어나왔네…,1,1,0
슬슬 기어나오네 ㅋㅋㅋ,1,1,0
윤핵관 선거운동 해주냐  ㅋㅋ,0,1,1
그동안은 뭐했는데~~선거때되니까 또 헛소리하고 있네.,1,1,1
저 동네는 어디길래 저런 사람이 아직도 ㅋㅋㅋㅋㅋ,1,1,1
아 이런 인간이 시장이라니 참으로 말세다,1,1,1
얘는 약긴 약었어. 근데 쟤 뽑은 애들보면 한심해,1,1,1
갑툭튀하네 합리화 시작이 언젠데 뻘소리야,1,1,1
감자들아 저딴거 도지사로 뽑아놓고 잘 살기를 바라지마라,1,1,1
이인간이 아직도 도지사야 강원도 모지리들,1,1,1
선거 직전에 잔꼼수?..진짜 할려고 하는건지 궁금하네,0,1,1
석탄랜드 만들고 또 대포??역사에 남을 무능한 역적,1,1,1
저런인간을 찍은 강원도 골프나 쳐라 ㅋㅋ,1,1,1
레고사태로 국민혈세 다 털어간 김진태 .참 뻔뻔해,1,1,1
김진태 지사님 응원합니다,0,0,0
레고랜드 사태를 기억하자니 어지간하면 뭘 안해줬으면 싶다,0,0,0
김진태를 강원도지사를 뽑을때부터 강원도는 퇴보할수밖에 없지..당연한 수순이고 강원도민들 자업자득이지..,1,1,1
강원도가 저런사람 뽑아서 잘되겠지.,0,1,0
제2의 레고사태 만들라고  조용히  찌그러지소,1,1,1
강원도 말아먹은 찡따네.,1,1,1
강원도의 언론사는 뭐 김진태와 국짐당의 홍보비서관이냐??,0,1,1
밥은 먹고 다니는지 모르겠네 ㅉㅉㅉ,1,1,1
뭐하냐? 짐챙겨~학겨가야지?,0,0,0
"행복 강원도다음 도지사도 김진태 꼭 뽑아라
거기에서 뼈를 묻도록",1,0,1
아직도 버티고 있었네......,0,0,1
무능한것이 선거철만 되면 구라질은...,1,1,1
와 김진태 사태 김진태가 아직도 활동해? 대한민국에 막대한 피해를 끼치고 거 미안하개 됐습니다로 끝이야? ㅋㅋ,1,1,1
뭐 하려고 하지마. 그냥 하지마.,0,0,1
