comment,SEJ_label,PEJ_label,MRJ_label
자유국가 1세계의 일원으로 세계평화에 기여하는 자랑스러운 한국이 되기를 바랍니다,0,0,0
좌파쓰레기들이나 중국 공산당에 붙으려고 하지~ 어차피 자유진영과 공산진영 사이에서 선택을 해야 하는 것이지 박쥐가 될 수 없다~,1,1,1
선관위를 압수수색하고 사전투표서버도 조사들가라 조작과 거짓이난무하고 범죄자들이 뺏지를버젓이다는나라. 이게 나라인가?!,1,1,1
채용비리가 문제가 아니라 사전투표 부정선거가 문제다,0,1,1
부정선거도 수사해야 한다~~사전투표 수사해라,0,0,1
"이걸 물고 늘어져야합니다, 서버 압색 가장 급하구요 부정선거 밝혀야 미래가 있습니다, 못밝히면 앞으로 하는 모든 선거는 모조리 전패 합니다",0,1,1
"선관위, 채용비리 10년전부터 해오며 ,, ,  , 180석 만들고;;;;; 이번에 또 170석 만들고'",0,1,1
이런 집단에서 과연 공정선거가 이뤄졌을까? 킹리적 의심이 든다.,1,1,1
이러니 부정선거도 이루어지는거다. 선관위 다 뒤엎어 조사해야한다.,1,1,1
부정선거 부정하는 작자들아. 내부 양심선언이 왜 없었는지 이제 알겠니? 전부517가산점 먹고 들어가는 전라것에. 애비 사위 딸 엮여있어서 그런거야.,1,1,1
4천만 대한국민의 권리인 투표권을 조직적으로 조작하고 증거인멸한 죄...사형을 처도 부족하다!,1,1,1
이 나라는 군사혁명이 다시 한 번 일어나서 청소 제대로 해야 한다.,0,1,1
이런 애덜이 부정선거인들 안했겠냐? 요즘 세상에 부정선거가 어디 있냐고 하는 놈덜은 지능이 떨어지는 놈덜이라고 봐야 한다.,1,1,1
과연 비리가  저것 뿐 일까? 특검 1순위는 선관위,0,1,1
모든것이 좌익 양산개버린정권이후 국가 시스템이 망가질때로 망가진듯~~,1,1,1
저런 것들이 부정선거를 안 했을 리 없지.,1,1,1
선관위가 저 수준인데 선거 결과는 어찌 믿냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,1,1
특검은 이런걸 해아지ㅋㅋㅋ❤️❤️❤️,0,0,0
저정도면 투표도 부정선거 강한 의심이 듭니다.조사하라!!!어쩐지 앞번 총선에 범죄자들이 수두룩 당선된게 도저히 이해 안갔습니다조사하라!!,1,1,1
투표괜히했네..어차피 내 국힘표는 민주당표로 둔갑했을테니까....,0,1,1
대통령도 파면시키는 나라에서 선관위는 왜 조사거부하냐,0,1,1
"민주당  선거  이긴게  ,   부정선거  일수도 있다는 이야기네.   저렇게  부정부패한  자들이  선거는  잘  치뤘겠나  ?",0,1,1
선거는 제대로 한것같냐? ㅋㅋㅋㅋ.. 국민을 갖고노는 선관위국방위원장님..ㅋㅋ,0,1,1
문정부 때 발생한 선거 관련 사건. 그렇다면 윗선은 문모씨가 틀림없으므로 반드시 구속해야 한다,0,1,1
이집단은 진짜 정체가뭐지? ㅎ  민주당쪽이 맞으니까 좌파들도 아무소리도 못하는거겠지? ㅋ,1,1,1
서울 사전선거 민주당 완승 425:0 ㅋㅋㅋ 저런 범죄조직이니까 가능. ㅋㅋㅋㅋㅋㅋㅋ,1,1,1
선거만 끝나면 전국에서 화재발생.왜?? 투표지 불살라야 하니까,1,1,1
선관위  공무원   없애고  선거일 쯤에나 알바식으로 뽑아써라.그때  빼고는   놀고묵는    한직 아님??,1,1,1
ㅋㅋㅋㅋ 그렇게 부정선거라고해도 가축들 안믿더니 ㅋㅋ 뭐 좀 깨닫긴 했을라나 ㅋㅋ 국민 비율 : 가축  95% : 정상인 5% ㅋㅋㅋ 하이고 부끄러버라,1,1,1
이런걸 특검해야지   채상병사건은 안타깝지만 특검할 사항은 아니다,0,0,0
부정선거 사범 즉시 사형시키랏...,1,1,1
와 썩은 인간들 진짜 많네 이러니까 부정선거가 쉬웠지 이것도 특검이오!,1,1,1
썩어빠진 조직은 해체하라~~ 선거관리위 직원전원교체하라~~,1,1,1
선관위 해체해라. 너네같은 놈들이 무슨 선거 관리를 하냐. 도둑놈들,1,1,1
이쯤되면 국가 공조직이 아니다 뒷골목 범죄조직과 뭐가 다르냐 철저히 수사해서 전원 법정최고형에 처해야 한다 그동안 선거관리도 의심될 정도다,1,1,1
문재인이 꼽아준 사람들의 천국이었구만~,0,1,1
이것뿐이겠나??? 조직적으로 선거도 조작하고 증거도 인멸해왔지,1,1,1
이런 자들이 선거관리 잘 했겠나?개판이네. 부정선거 있나 수사해야한다.,1,1,1
문재앙 정부 5년동안 도대체 무슨 일이 있었던거냐?참으로 나라전체가 적폐덩어리가 되어버렸다.,1,1,1
"채상병, 김건희 특검보다 선관위 부정선거 특검이 먼저인거 같은데~~!!",0,0,0
모든 선거는 조작이고  부정이다 선관위 해체 국회해체하라,1,1,1
"채용비리  증거인멸이 문제가 아니라부정선거 증거인멸이 더 큰 문제인데
조선일보는 왜  부정선거의혹에  대해서는
아무런 언급이 없는지...",0,0,0
독립기관은 대한민국 소속이 아니고 북괴 소속이냐 ㆍ 헌법 위에 있는 무소불위 치외법권을 국민이 동의했냐,0,1,1
파일조작 선관위 선거조작 못 하겠냐?,0,1,0
비리를 잡아내면뭐하나.사법적 처리를안하는윤석열은 자리를내려놓아라.,1,1,1
고양이 한테 생선을 맡겼으니  선거가 제대로 치러졌는지 의문 이네요.,1,1,1
비리 조작 국민들도알고있는데 답답하네.국힘뭐히나..민주당 활개치는거 못보겠다 .처리쫌해라 선관위 조져라.투표조작의심가는정황 증거나오는거 가만놔두지말고,1,1,1
이 사건은 자녀 부정채용은 작은부분이고 그동안 치뤄왔던 선거에 대한 신뢰를 파괴하는 매국에 가까운 파행이다.,0,1,1
이런짓  하는 것  들이  선거는   부정없이  잘 치뤘을까  ?,1,1,0
선관위 해체하고 비리있는 놈 파면에 징역,1,1,1
부정선거 100% 팩트 !!!!!!!!!!!,0,1,1
민주당이 만들고 좌파로 구성된 선관위,0,1,1
윤대통령은 뭐든 확실하고 야무지게 감방 보낼자는넣고 제발 확실하고 단호하게 일처리하라,0,1,1
법이  약하니  쓰레기 세상이지..사형제 부활. 촉법폐지..강력범죄 사형시키고.잡범3범부턴 20~30년 때려라.비리.부정부폐  전재산 몰수해라.,1,1,1
사기선거♥♥부정선거♥♥문재앙부터 시행된 법과 세금 다 무효다♥♥종부세.양도세.보험료 올린거 다 돌려받자♥♥,1,1,1
부패가 일상인 중앙선관위에 의해  치루어진 선거결과를 어찌 믿을수 있는가.선관위 서버 압수수색 하라!,0,1,1
"부정선거  막지 못하는건지? 아니면 한통속인지? 선관위 저것들 해체해라 
세금 버리지들 ㅡ",1,1,1
도대체 문재인 정권의 비리의 끝은 어디까지인가? 지금 민주당방식이었으면 특검사안이 수두룩하고 문재인 탄핵 10번도 하고 남았을 듯,1,1,1
선관위 싹다 갈아 엎어야 한다..,1,1,1
"선관위 직원들, 본적 조사하면 특정지역이 80%는 넘을껄?¿",0,1,1
이래도 부정선거 없다고 할래? 증거와 정황이 많으니 수사만 하면 된다. 부정선거 수사해라,0,1,0
여적죄와 부정선거 통계조작은 사형,1,1,1
"와, 이것들 참 어이가 없네. 무법천지, 총체적 부실 선관위를 철저히 수사해서 모든 부정,부패를 다 밝혀내고 사법처리 해야 마당하죠.",1,1,1
"선관위 관계자, 관련자들 출국금지 시키고 특검해야 한다! 인사비리만 있을까? 이들이 관리한 선거지표가 다~~  이상하다!",0,1,1
선관위 없애고 사형시켜라.,1,1,1
민변  국제법 연구회  인간들 판사질 하면서  선관위윈장 하면서 나라를  망친죄  교수형  으로  모가지  잘라  저작거리에  걸자,1,1,1
다 발본색원 해서 강력 처벌하고 부정으로 들어온것들도 다 파면시키고 구속 해라,1,1,1
파일조작하고 문서파쇄하고 조직적으로 하는데 뭔들 못하고 안했을까요.,0,1,0
부정선거♥♥문재앙.이죄명 노태악 사형♥♥종부세.보험료.양도세 문재앙 재산 압류후 환급♥♥다 무효다♥♥,1,1,1
운영규정 미준수로 인해 삭제된 댓글입니다.,0,0,0
부정선거 조작선거 하고도 남네,0,1,1
선관위 믿을 수 없다. 선거 업무 제대로 수행했는지도 수사해야 한다!,0,1,1
채용도 부정하는데 선거 결과는 부정안했다고??,0,1,0
이걸 어떻게 그냥 두지? 윤정부는 뭐하나? 거대야당은 이런걸 특검하자고 해야지. 국민들이 들고일어나야되나...,0,0,1
전국민은 인지하고 있는데 줠롸도와 종북좌파들만 알고도 모른척,1,1,1
부정선거 온상인 선관위를 완전히 해체하고 애국우파 청년들을 새로 시험과 면접으로 선발해야 합니다!,1,1,1
파일조작 문서파쇄  딱 부정선거수법과 똑같다,0,1,1
진보정권때 싸놓은 똥이 많구나! 싹 집아 벌받게 해야...범죄자 입에서 나오는 더러운 공작질 징그럽다!,1,1,1
대체 이런게 국가 조직이야?속히 고발하고 물갈이좀 해,1,1,1
"이번 선거도,,투포함에 뭉터기로 투표용지 넣다가 걸렸지,,,이번 선거도  자기들 부정,,불법 수사하는 윤석열 죽이려고 부정선거했습니다,,",1,1,1
썩을대로 썩어빠진 저런데서 나라의 운명을 좌우할 투표선거를 관할했다니..좌파들은 저런걸 아마 알고도 묵인해왔을꺼다.,1,1,1
지난정권 썩은것들 다 도려내길,0,1,1
부정선거 파헤치려고 몇 년간 사투를 벌인 시민을 구속한 것만 봐도 의심스럽다.,0,1,1
이래도 사전투표 부정선거 수사안할거야? 지구상에 있을수없는 통계수치가나오는데도 사전투표 부정선거가 아니라고?,0,1,1
저런 이상한 범죄형 조직을 왜 정부는 방치하는거냐. 선거관련 감찰도 해야한다.,0,1,1
검찰은 전부 잡아 처넣어라. 헌법기관 같은소리하네. 저런걸 선거 관리하라고 했으니.....개판이지,1,1,1
"부정선거 관련 파일삭제, 문서파쇄 등에 대해서도 철저히 수사해야 한다",0,0,0
사전투표 컴터조작설이 신빙성이 있네.,0,1,1
신속히 수사 모조리 파면하고 빵에 보내고 할것이다좌아빨들은 전분야에서 박멸해야 할 것이다,1,1,1
사활걸고 선관위 해체시켜라 윤석열 뭐하고 자빠져있냐 아 진짜 울화통터져,1,1,1
하나를 보면 열을 안다고 했다...저런 조작.증거인멸..하는것들이 부정선거.조작선거 인들 안했을거라고 장담할수있나...,1,1,1
뭉가때 만든 적폐들..빨리청산..얘들  별짓꺼리 다했을것.. 조작!,1,1,1
부정선거 말못하는 벙어리 조선일보,1,1,1
문재앙이 심어논 드러운 이권 카르텔이 선관위다,1,1,1
가장 공정하고 투명해야 할 선거가 어쩌다 이지경이 되었는지 선관위 특검하자!,0,0,1
"비번 12345 이라고 할 때부터 제정신이 아닌 집단이라고 생각되었다, 더불어 터진놈들 못지않게 타락된 집단이다.",1,1,1
"이쯤되면 총선 사전투표를 조작해부정선거했다는 주장이 설득력이 있다
당장 부정선거 특검해라",0,1,1
모두 물갈이하고 법죄자는 법대로 처리하면된다,0,0,1
제발 이번에 부정선거 파헤쳐 주세요,0,0,0
"선관위를 특검하고, 죄가 있는자는 엄벌에 처하라",0,0,1
윤돌은 부정 선거 수사 지시 안 하려면 하야하라,1,1,1
특혜조작 했으면 10년간 부정선거 조작 껌이지 ㅋㅋㅋㅋ윤석열아!!! 뭐하냐 지금 기회다 빨리 수사하라 안하면 너도 공범이다.,1,1,1
구김 머져리들아  부정투표건은 입도뻥끗 못하냐?,1,1,1
윤석열 이제는 움직여라 아무리 같은 편이라도 다 뒤집어쓸껀가???,0,1,1
윤석열  이 도그베이비는 부정선거 수사하고 문재인이 잡아넣으라고 뽑아놨더니 국가파과하고 잔챙이 질만 하고 자빠졌네.,1,1,1
중국공산당이 조작하는 수준으로 조작한거네..ㄷㄷㄷ,1,1,1
선관위 해체하고 새로이 조직을 정비하라.,0,0,1
"선관위, 민노총, MBC 등등 치외법권을 누리던 조직의 구성원들의 출신성분을 조사해봐될듯. 세금 삥땅기술은 저짝동네를 따라갈 수 없다.",1,1,1
선관의 조직해체하고 개혁하라,0,0,1
섞은 선관위 때려 잡아  바로 세워야 한다,1,1,1
이상한 법 발의하지 말고 선관위 특검법 만듭시다.,0,0,0
선관위 파일조작 문서 파쇄= 선거조작 투표용지 파쇄 = 선거 다시하나요??,0,1,1
"어느 조직보다 더 공정해야 할 선관위가 이리 썩어 있었다니 국민 우롱이고 세금만 축낸 꼴이다.반드시 철저한 조사,수사로 엄벌에 처해야 한다.",1,1,1
선관위가  부패  집단으로  전락했다  180석 국회의원도  의심스럽다  사전선거에도  많은  문제가 있는 듯?  대대적 수사가  필요하다,1,1,1
문죄앙 정부는 선관위의 채용비리를 눈감아 주는 대신 선관위에게 무엇을 요구했는지 밝혀라.,1,1,0
엄벌에처해라  부정선거도 만연했겠네■,0,1,1
헌법파괴세력 대한민국 파괴세력,1,1,1
노태악 저놈이 왜 사퇴안하고 굳이 총선까지 책임지겠다고 한 이유가 뭘까?,1,1,0
사전투표 없애고 당일 투표만 해라,0,0,1
이번에 부정선거 밝혀내고 법정 최고형으로 단죄해라.,0,1,1
선관위는 완전개편하라.문죄앙시절 부정선거 철저 수사하라,1,1,1
이정도면 해체해야 하지 않나..상식에 맞지 않잖아,0,1,0
이거 조작하는 눔들이 투표 조작은 안 했겠냐?,1,1,1
하이에나 보다 더 나쁜것들ᆢ,1,1,1
어쩐지 출구조사랑 너무다르더라.,0,0,0
이런거 백날 하면 뭐해 국힘당은 맨날 싸우느라 이런거 해결도 못하는데 ㅋㅋㅋㅋ 만주당이 개무시하는데도 그냥 손놓고 있는거 보면 너무 열받음,1,1,1
대한민국에 이렇게 간 크고 썩은 기관이 또 있나?,1,1,1
선관워 해체하고 다시 뽑아라,0,1,1
이번 총선도 4.15부정선거 시즌2였음,0,1,1
"부정선거 하고도 남았겠다 드런넘들 죄다 구속시켜라 부정선거 드러나면
 일벌백계 사형시켜라",1,1,1
서버부터 압수수색 하라,0,0,0
"성역화한 선관위, 518민주화 세력들 특검해야  한다.",0,1,1
저런 짓을 하니 선관위가 선거조작을 했을 지 모른다는 의혹을 받는 게 아닌가?,1,1,0
부정선거 가담자는 시효없이 사형,0,1,1
선관위 점수조작 기록물을 파쇄하라 지시한 놈 잡아다가 구속수감하라. 증거인멸 지시할 정도면 해외 도망 우려 있으니 당장 출금조치를 하라.,1,1,1
이 정도면 기관 자체를 날려버리고 새롭게 다시 신설해야 되는거 아닌가?,1,1,1
"공무원. 부정채용,  최고위직 공무원 입시비리,  고위 공무원 건축비리,  이게 정상이라고 생각하냐?  발본색원하라. 특검이라도 하라.",0,1,1
"국회를 포함해서 우리나라 국가기관 중에, 가장 심하게 좌편향되고 거짓으로 오염된 기관이 바로 선관위이다~!!",1,1,1
저런 집단에 선거 맡기고 부정선거 없다?,1,1,1
부정선거 수사해라~~~~~~~~~~,0,1,1
시.군.구 선관위원장들이 다 해당 지방법원 부장판사들로 구성돼있어서 검찰이 구형해도 전부 봐줄걸? ㅋㅋㅋㅋㅋ 같은식구니까 ㅋㅋㅋㅋㅋ,0,1,1
트껌은 선관위를 해야지....만진당 놈들 엉뚱한곳에 트껌 하자고 개수작을...,1,1,1
부정선거를 위한 집단 조직 장악인가?,0,1,0
"그러면 그렇지 사일오총선때 메인서버 증거인멸 도중 국민들과 얼마나 싸웠는가? 저것들은 있어서는 안될짓꺼리를 해놓구 뻔뻔하게 저러구있음,,,",1,1,1
개판 선관위를 이번 기회에 모조리 갈아엎어고 부정부패에 대한 확실한 감시제도를 마련해야 한다.,1,1,1
저런 단체가 부정선거 안했다고 이젠 확신이 든다,1,1,1
극우들이 주장하는 부정선거 일수도 있겠군~~특검해주세요,0,1,1
이러니 민조당이 선거에 자신감을 갖지,1,0,1
이런곳이 선관위뿐이겠는가. 국회 법원 검찰 경찰 군 등등 제대로된 정부기관이 없다. 정부시스템이 무너진지 오래,1,1,1
이런 썩은집단이니 문재인정권때 그렇게 그때의 여당편에 서서 현수막사건부터 모든걸 다 그따구로 했지,1,1,1
"전부  파면시켜라양심이   시궁창보다  더러운  인간들 집단한테  무슨  공정한 선거를  기대하냐
파면이 답이다",1,1,1
공무원들의증거인멸은...엄중처벌하라...!..국기문란.국정농단이다..!,0,1,1
문재앙이 저지른 또 하나의 재앙!,1,1,1
우리나라는 특정지역만사라져도 벌써선진국됐다 온나라국민들이흑화가된건지조작인지 무조건밝혀라,0,1,1
부패한 선관리위를 당장 해체하고 행안부로 선거관리 업무를 넘겨라!,1,0,1
대한민국이 좌파화되면서 도덕성이 땅에 떨어졌다,1,1,1
선관위가 이따윈데 부정선거가 음모론이라고? 사전선거제 비례대표제 폐지 안하면 우파는 무조건 백전백패임,1,1,1
이정도면 부정선거 은폐 엄폐도 가능 🐕,1,1,1
"부정선거 증거인멸은 왜 수사 안하는데? 윤석열, 한동훈 정체가 뭔가?",0,1,1
이번 22대 총선을 신뢰할수 있나?  저런 마피아 조직이 자신들 유리한 집단인 민주당과 작정하고 이벤트 한거 아닌가?,1,1,1
엄단하라~~!!!!!!!,0,1,0
더민당이 가만히 있는 이유는 지들이 선거조작으로 이겼기 때문이다 공병호 티비,1,1,1
적당히 여야 비율 나누고 소쿠리로 운반한 것 맞나?...법정 최고형으로 때려라...국가는 직무유기 말라.,0,1,1
야당 사법부 선관위 완전개판이네! 이것들 셋이서 조직적으로 움직이면 투표해봤자 국민의 목소리가 제데로 반영이되겠나 !!,1,1,1
없애라 제발~세금낭비에 비리에~있을이유가 없다 제발요~,1,1,1
저정도면 부정선거 확실한거라 봐야지..노태악 책임지고 사퇴해라 총선끝나고사퇴한다했지..근데 총선까지 지손으로 치뤼려고했을까,1,1,1
사형시키죠 선관위 놈들,1,1,1
4월7일 새벽에 투표지 보란듯 넣은 이유가 518화교특혜채용과 부정선거를 하기 위한거지~~저화교들 뼈가루도 남김없이 재로 만들어야한다,1,1,1
