comment,SEJ_label,PEJ_label,MRJ_label
아직도 이스라엘 욕하는 조선족들 있네 ㄷ ㄷ ㄷ,1,1,1
그의 죽음을 애도하는것은 잘못 된것이다. 이슬람의 악의축은 패배뿐이다.,1,1,1
발로 뛰는 김동호 기자 대단합니다,0,0,0
직접 현장까지 가서 작성한 귀한 기사... 존경스러운 기자님이군요,0,0,0
참 한심한 놈들. 힘의 차이가 커면 그 이유가 뭔지 분석하고 힘을 기를 방법을 찾아야지. 헛소리만!,1,1,1
헤즈볼라 추종자 = 반미광우뻥좀비떼,1,1,1
이슬람은 박멸시켜야 하는 바이러스다,1,1,1
먼저 때리고.   얻어 맞고 또 더 해보자는 건가?,0,1,0
아직도 주제파악을 못한 모양이군...정신승리 오지게 하고 있네^^,1,1,1
생동감 넘치는 기사 감사합니다.,0,0,0
백년도 못사는데ㅠ왜저렇게 싸우고 전쟁할까ㅠㅠ이제그만하도록해야지ㅠㅠ💜중동아랍땅에 이젠 테러전쟁없는 땅으로 만들어가야지ㅜㅜ💜👍👏👏,0,0,1
이걸 보면 이스라엘 스케쥴을 뒤이어 받아 줄 나라는 아마도 한반도밖에 없을듯 ㅜㅜ,0,0,0
테러단체 수장을 추모하는 나라가 있네 ㅋㅋ 저게 국가인가 ? ? ?ㅋㅋㅋ,1,1,1
그러게 왜 인질로 전쟁을 만느냐 ... 그러니 테러라 하는 거지 어휴,0,1,1
정신승리로 전쟁하는거 아니다,0,0,0
ㅋㅋㅋ 아직도 정신 못차렸네,1,1,0
살아도 민폐 뒤져도 민폐. 뭘해도 민폐지 이슬람 테러리스트.,1,1,1
이제 오랫동안 전쟁으로 까불지 못하겠다 잘했어 이스라엘,0,1,1
이슬람은 인권을 무시하는 교리 땜에 지구상에서 사라져야  한다. 마땅히 죽어야한다.,1,1,1
언론사가 좌쪽인가?.....기자가 성향이 좌인가?....ㅋㅋㅋ,0,1,1
네타냐후의 팔레스타인 죽임은 이스라엘 국민들의  안정  불안감을 유발시키네..,0,1,1
지금 이스라엘 살육전을 보면 히틀러가 한번 더 나오길 기대한다.  안나의 일기? 가증스럽다.,1,1,1
미국이 중동에서 키우는 나치가 바로 이스라엘.,0,1,1
눈물난다. 언젠간 복수할날이올것이다,0,1,0
감사원 그 원래 본뜻에 어긋나는.자들 전부 탄핵시켜라 권력이 대놓고 빌붙는자가 뭔 감사냐?,1,1,1
이참에 감사원을 해체수준으로 재정비하여 정치적 중립을 지키고 정상적인 역할 을 할수있는 조직으로 재 탄생시켜야 합니다,0,0,1
이미 업질러진 물 주워담을 수 없다. 수긍하고 나머지 사람들도 정신 차리길 바란다,0,0,1
똥꼬도  제대로 빠른듯,1,1,1
이 정도면 국회해산 해야되는거 아닌가요?  아니 대통령도 탄핵하는 요즘인데 국회의원은 왜 무소불위여야 하나요 ?,0,1,1
간접  문재인을 국법으로  사형시켜라,1,1,1
문씨와 더불어인민당 최전방 무력화시키고 나라경제 망쳐가며 북중과 손잡고 국고털어갔다.-대한민국은 자유민주주의 국가로-,1,1,1
죄명아 왜? 북한과 문가놈이 저지른일엔 입 꾹 하냐???,1,1,1
이건 당을 떠나 정확한 지적이다 .,0,0,0
댓글 알바들 다 나왔네..ㅉㅉ  밥은 먹고 다니냐?,1,1,1
애초부터 남한은 전혀 염두하지 않았어~~ 문재인때부터 남한은 유령으로  인식한듯,1,1,1
