comment,SEJ_label,PEJ_label,MRJ_label
"민주당등 야권국개들 북한국개들?한마디도 하지않네~~~~
정은이한떼 돈 받아 먹었나?",1,1,1
민주당것들아 뭐라 말좀해봐 지지자들도 마찬가지고 아직도 우리의 주적이 북한인걸 인지못하는 백치들이지?,1,1,1
민주당은 좋것네..  너희들이 따르는 곳에서 선물도 보내오고..,0,1,1
우리도 보내면서 뭐라하기도 그렇고ᆢ서로 안보내면 좋을텐데ᆢ,0,0,0
지금은 쓰레기나 오물이지 다음번에 저기에 화학물질이나 EMP넣고 공격할 마음 있으면..,1,1,1
대북확성기 24시간 풀가동시켜라,0,0,0
와 나 고속도로 운전하다가 길 중간에 쓰레기 퍼질러져있는거 보고 식겁했다.,0,0,0
좌파를 선택한 우한 국민들이 북으로부터 받는 선물 ... 그들의 미래입니다,1,1,1
똥 풍선 저기 국회랑 용산에 한 천개 보내러,1,1,1
"민주당 애들은,뭐하냐. 특검 안하냐",1,1,1
악인이 형통한 집단 민주당은 이럴때 용기낸놈이 없다,1,1,1
저 해골인간은 진짜 못됐구나,1,1,1
보낸거 비슷하게~  찌라시 포함 쓸만한 것 좀 넣어보내라,0,1,0
민주당사와. 양산 삶은 소대가리 집구석으로 보내라. 주소가 거기다,1,1,1
3.8선 넘어오면 비무장지대 지나자 마자 전투기나 드론으로 풍선 터뜨리면 안되나 총으로 말고도 그냥 뽀쪽한 침으로 쏘아도 풍선은 터질건데,1,1,1
우리는 100달러씩 넣어서 천개만 띄워보내봐라 저쪽 패닉온다,0,1,1
참 더럽고  지저분한 북한놈들이네.지구상에서 영원히  증발해 버릴 정부,1,1,1
훈련병 살인범 중대장한테 40kg 군장 메고 다 주워오라고 해라,1,1,1
"배고프다고 밥달란다.문정부때는주고 윤정부는왜안주냐고
도발하자나~",0,1,1
탈북자들이 삐라 올려보내는것 좀 막아라!!! 탈북자 놈들이  선방까니 보복 안하는게 이상한거다!,1,1,1
서로 열심히 보내든지 아니면 신사협정 맺고 안 보내든지 얼른 합의봐라,0,0,1
이럴때 어떻게 해야되는지 국군통수권자 용산돼지도 국방부장관도  국무총리도 모른다는게 함정 ㅋㅋ 무정부사태에 국민만 똥터러 당하는중,1,1,1
북으로 풍선날린 애들이 앞장서서 치워라. 후원금 받을라고 쇼한 애들 때문에 우리도 쓰레기 선물받네,1,1,1
모아서 용산 쥴리한테 뇌물로 보내라,0,1,1
떵열이의 감내하기 어려운 조치는 뭐냐?...  뻥카냐?... 새삼스럽지도 않다...,1,1,1
개쩐다 저런발상은 북돼지에서 나온거냐 ..ㅋㅋㅋ,1,1,1
"지금은 오물이라고 심각하게생각않하지만
만약! 저것이 다른 목적이있는 실험이라면?
긴장해야 할것 같은데.....",0,0,1
테스트중 다음에는 독성으로 담아 보낼듯하다,0,1,1
"대북 삐라와 대남 오물의 풍선전쟁, 치졸한 싸움. 둘 다 스톱",0,0,0
선제타격 한다더니 오질라게 선제타격 당하기만 하는 윤석열 정권!!!! 한심하군!!!!,1,1,1
풍선도 막지 못하는 대통령은 알아서 그자리에서 내려와라 니한테 전시국가 맡기기 불안하다,1,1,1
대북전단 날린 것들이 싹 치워라,1,1,1
이런 정으니 스러운..  우리도 그만 보내자.. 뭐가 날아올줄 어찌아냐.? 누구 아이디어 인지는 모르겠지만.. 졸 기발한듯.. ㅋㅋ 그만하자! 정으니동지,1,1,1
이런 사안을 어떻게 판단하는지 뉴스타파 논설을 보고 싶다.  안봐도 안다. 대략 양비론.,0,0,0
북괴 오물국가로 광고하네,1,1,1
굥똥령 같은 정권이 상상이 안된다,1,1,1
넘어오기전에 추락시켜라. 아니면 원점 타겨ㄱ하든지..그저 남의 일처럼 주의하라 신고하라 등으로당국의 책임이 면제되는거 아니지 않나.,0,1,1
"북한 약올린 문재인,윤석열이나 김정은이나 수준이 진짜 낮아.  제대로 용산 집무실이나 한남동 관저 또는 양산 털보가 있는 곳으로 보낼 기술은 없는 거야?",1,1,1
"""오물 공화국 북한""...스스로 선전을 하는구나...!!",1,1,1
왜 우린 가만히 있는거냐!??,0,0,0
ㅋ 기가찬일인데 근데 우린 삐라 안날려?,0,0,0
뭐 신고만 받으면 끝인가? 도발이랍시고 바다에 미사일쇼하는거 쳐다만 볼건가? 요격을 하든가 문재인을 구속하든가 둘 중에 하나는 제발 좀 해야지ㅇ?,1,1,1
계속 당하고 있을거가? 제대로 경고하고 또 이럴경우 대책이 있어야지,0,0,1
이제..다시 북한에 방송시작하자.. 노래틀고.~,0,0,1
이것 전쟁이다똥 폭탄이다,0,1,0
어차피 통일돼면. 북한에  쓰레기 보낼거  아니가...  당장  띄우라,0,1,1
인간과 짐승의 차이는......?없다,0,1,1
개똥담아  다시날려보내라,1,1,1
드론으로 한군데만 타격하라고 왜이리 지저분하게...,1,0,0
쓰레기보다 더  더러븐  이재명이가 하도   썩어빠지고 더러븐짓을 하니까  거기에 빗대서 쓰레기를 보낸것일껴~,1,1,1
북한 뭐라하지 마라. 재인이 형 삐질라,1,1,1
멀쩡한 양반도 계시는구만. 그 군기 빠진 대위년 어서 징계해라,1,1,1
중대장 년....귀향이라니.....구속~,1,1,1
"살인 범죄자를 당장 구속 수사 해라, 귀향이라니 무슨  포상 휴가냐? 국방부 미X것들. 살인범으로 법정 최고형에 벌해야 한다.",1,1,1
"9일만에 군인이 될 수 없다. 차근차근 훈련시키고 가르쳐서 좋은 군인 만들자. 강한 군인은 땀으로 키워지지만, 그 순서가 있다고 생각한다.",0,0,0
여자가....중대장 군바리?....소가 웃겠다..,1,1,0
여중대장 휴가보낸게 말이 되나요,0,1,0
여자 장교도 남자와 똑같이 완전군장 훈련해라,1,0,1
남녀문제가 아니니까 여자라고 특혜를 주면 안됨. 그러니 공정하게 수사하고 처벌해라,1,0,1
여자들은 군대도 안가는데..왜 장교로 뽑는지 모르겠다,1,1,1
