comment,SEJ_label,PEJ_label,MRJ_label
이상민이 아직도 장관이라니... 놀랍다,1,1,1
빌란스좀 맞춰봐~~ 단순 교통사고랑 이태원 사고랑 대응 방식 거꾸로 됐네,0,1,1
9시45분 현재 이미 경찰차 소방차 도로차단 최소 수십명의 경찰관 배치 끝났는데 백드럼 작렬이네.,0,0,1
시발서결 정권은 뭔 사건 사고가 하루가 멀다않고 발생하냐!!!,1,1,1
넌 누구냐  왜 니가 그기서 나   와,0,1,1
재앙 이상민 아직도 수행 중이냐 ㄷ ㄷ ㄷ,1,1,1
참 일편하게 하네 지시는 아무나 그자리 앉혀놔도 합니다. 부끄러운줄 알아야할텐데,0,1,1
그나이 먹어서   운전기사도  없는 겨  차는 운전기사 있는 것들만  타야 혀,1,1,1
이 십shake 아직도 안잘랐냐?,1,1,1
"대통령 공약이,,, 여가부 폐지 아니였냐?? 그래서 당신을 찍었는데... 공약도 못 지키는 놈이.. 뭔 정치를 한다고,,,",1,1,1
2찍들 좋아라~ 하겠네~ 여가부 yuji 😀,1,1,1
여가부 폐지힌다고 이대남들 표 빨아먹더니 ㅋㅋ 지금 지지율엔 이유가 있죠?,1,1,1
상식적으로 그렇게 남녀 갈라치기 하는데 출산율 늘겠어요?,0,0,1
집값부터 잡아라 장기전세 주택 30평 이상으로 제공해라 서울에 서초에 강남에 송파에,0,0,0
여성가족부 유지~? 윤석렬과 그 정부는 참 스윗~ 해서 좋네요^^ 대선 때 여가부 폐지 요거는 국민을 🐕 죠스로 본거네요~ㅎ,1,1,1
인구전략기획부가 있는데 보건복지부 여성가족부 너무 중복성 부처 아니냐?? 중복사업도 통폐합하라면서 부처 자체가 유사중복인데 ㅋㅋ,1,0,0
"자고나면 아파트호가인데,언넘이 애를낳아서 개고생시킬겨여..? ?",1,1,1
그정도는 있는부에서 관장해라  장관놈 하나 만들면 돈이 얼마나  인구도 주는데,1,1,1
뭘 또 망가뜨릴려고? 용산 부동시,0,1,0
"공약했으면 좀 지켜라....이민청 만들고, 국가 부처 확대하고, 이게 뭔 보수냐...?",1,1,1
이민 확대하려는 목적. 국민을 외노자로 바꾸려는 부,1,1,1
석열님아 댁이 공략한걸 지킨게 하나도 없다 ㅡㅡ 아오 진짜,1,1,1
야당도 무조건 거부해라 ᆢ,0,1,1
윤석열이 드디어 저출생까지 손을 대는구만. 0.5도 멀지 않았다.,1,1,1
또 어느 검새 후배 앉히려고?,1,1,1
"사법부가 없어 법치가 이모양이고, 행정부가 없어 나라가 이꼴이겠냐. 결국 누가 하느냐의 문제.",0,1,1
여가부 존치하고 남가부도 만들어줘 제발,1,0,1
진짜 엔간히해라 손으로 해를가릴거냐 민생이고 ㄱㅈ이고 여가부든 출생률이든 지켜지는게 있어야지,1,1,1
"이재명,  정청래가  혐오 스러워서   여자들이  애를  낳치 않는다는  썰도  있던데,,
연구  해보세요,,,",1,1,1
"[인구전략기획부] 저출생, 고령사회 대응‼️ 대한민국 사회 <주 30시간 근무제> 시행‼️ <정년 70세> 시행👍",0,0,1
아니 그래서 쟤네가 생기고 잘한거 가져와봐 ㅡㅡ,0,1,1
공약은 헌신짝 ㅡ전세사기꾼에게 청년피해자들은 울고 ㅡ,0,1,1
여가부만은 절대로 언제나 하는대로 강행안함,1,0,0
저출생 대책이 뭐겠냐 돈준다고 애를 무작정 낳겠냐?양질일자리 주거문제 해결안되는데 출산 생각하겠냐고,0,0,1
ㆍ2찍들. 애많이 쓰십니다나라꼴. 아주 잘 돌아갑니다,0,1,1
"저출산의 근본원인이 바로 여권신장때문인데, 페미조직인 여가부를 그대로 둔다고?",1,1,1
머야..이런다고 저출생 해결되겠어? 의정갈등이나 해결해...애 받아줄 의사도 없다,0,1,1
여가부10년뒤에폐지하냐...진짜이정부...,1,1,1
여가부  없애라고 했더니..더하네..더해,1,1,1
저출생은 무슨말이냐??,0,0,0
오늘 이태원을 갔다. 전부 임대 나왔더라...근데 책임지는사람 하나없고 저거 아직도 장관하고 있네?? 아 진짜 답이없는 정부이다,1,1,1
"지금까지 제대로 한게 뭐가 있었는지 한번 읊어주실 분 계신가요?;;
절대 폐지해 이게 국민의 뜻 입니다",0,1,1
여가부 해체 해야한다. 왜 쓸대없는 부서에 공무원 뽑아 국세 낭비하나...,1,1,1
여가부 폐지한다는 거짓말에 속아 묻지도 따지지도 않고 2찍가자 응원했던 남성연대 어쩔,1,1,1
굥 니가 여태 했던 뻘직거리 여가부만 폐지 하면 다 용납가능하다.,1,1,1
여가부가 저출산의 일등공신인데 먼 정신나간 소리고 이건 ㅋㅋ 나라 전체가 무슨 시트콤찍고 있는거냐?,1,1,1
이거슬 두고 ?  🪨🪨🛢🍑🛢🪨🪨위인 맹맹맹 맹관이라  옛말에 이르지 않았드뇨 뇽뇽 뇽?,1,1,0
세금 빨아먹는 부처 하나 더 늘었네? 그거 만들 예산과 시간으로 정책을 더 개발하는 게 낫지 않았으려나?,1,1,1
컨트롤타워 돌리지 못해 참사 일으킨것들이??? 뭘 한다고?,1,1,1
국회가 잘 검증해라.. 분명 의대증원처럼 주먹구구식일테니...,1,1,1
저출생이라는 단어사용부터 망한느낌이 납니다.,0,1,0
폐지 안하고 식물인간 월급주기? 여가부 하는일도 모르는 인간이 뭘하냐,1,1,1
여가부폐지 /여가 뷔폐지/이거였나,0,1,1
이미 북한보다 출생률이 떨어진 현실~,0,0,1
지빌적으러 성매매한 여지한테 피해자라며 5천만원 주는 나라가 저출산(생 X)을 논해? 가소롭다,1,1,1
여가부 Yuji 야?여가부 폐지라메 ?,0,1,1
"이젠 전국민 출산명령 내리나? 정관수술 금지명령, 출산 복귀명령.....",0,1,1
"멋져요,,,참 군인이십니다...청래야  니는 군대다녀왔나 ?  특수부대 나왔어 ?",0,0,1
