comment,SEJ_label,PEJ_label,MRJ_label
군대갈 남자가 모자르니 어떻게든 마른걸레 쥐어짜는데 물이 더 나오겠음? 여성징병 도입해야된다,1,1,1
부모없는 병무청 & 국방부,1,1,1
이건 위헌 소지가 있는데?      그럼.   핸드폰 탈옥하는 법이나 넷플릭스 공유법 올려도 처벌해야 하는건데?,0,1,1
부잣집 자제분들 브로커질은 형사처벌 하는거지?,1,1,0
용산 멧돼지 군미필이라 또 임틀막 하네..,1,1,1
이건 알 권리 박탈 아닌가요,0,0,0
윤두광이랑 범죄명부터 군대 가라,1,1,1
끝발자제들은 가능할지도ᆢ,0,1,0
군대 복무기간 늘려야 한다. 무자녀면 아빠든 엄마든 다시 가게 해야 한다.,0,0,1
저걸 빨아대는 민주당 및 종북세력. 나라 꼴이 말이 아니다.,1,1,1
주민들 식량을 빼았아 호의호식하는구나 니들은  여기까지다 더이상 못봐주겠다,1,1,1
짐바브웨 처럼 망하가네,0,1,1
나훈아 욕하던 인간들은 이 기사를 보고 뭐라 하려나 ㅋㅋㅋ,0,0,1
더듬고만진당이 원하는 지상낙원일세,1,1,1
저리 꿀 맛인데 전쟁을 미쳤다고 하겠니 ?,0,1,1
여기서 김정은하고 북 두둔하는 애들은 모지? 북 댓글부댄가??,0,1,0
저런 집단을 좋다고 물고빠는 한국 개.돼지들이 있다,1,1,1
유치하다 유치해 ! 언제부터 꼴통들이 북한인권에 신경 썼는지.,1,1,1
나훈아  욕한 애덜  저기가면 저대접받고 잘살텐데  왜  안가지?,1,1,1
대북지원이랍시고 퍼준것도 한 몫 했지,0,1,1
반일하나로 70년간 집권하고 자기들만 잘사는세상  이걸따라하는 남한의 좌파들,1,1,1
이래도 좋다고 빨아대는 좌파들 너희들은 그냥 북으로 가라,1,1,1
북한에도 그냥 쒜쒜 하면됨,0,1,1
김정은이 통일을 왜 하겠음?  자기는 대대손손 명품 휘감고 잘먹고 잘살텐데...,1,1,1
나라도 아닌 조폭집단인데 이런 조폭을 흠모하는 대한민국국적을 가진 얼간이들이 얼마냐 많은지 모르겠다.참 모자란 인간들...,1,1,1
북한에 돈 보낸 이재멍의 민주당을 뽑은 놈들이 북한 주민 괴롭힘자들이다.,1,1,1
우리기정일동지 우리 김정은동지라고 칭송하는찢대표는 어느정도 보탰나?,0,1,1
저돈속에 삶은소대가리가 어느정도 보탰을까?,1,1,1
"이재명이 칭찬하고, 부러워하는 북한의 모습",0,0,1
