comment,SEJ_label,PEJ_label,MRJ_label
사실이라면 직업외교관들 자괴감 들겠네,0,0,1
왜 인사가 다 이모양이냐,1,1,1
자기네 사람들만 고집하지마라. 재발 --!.,0,1,1
정부의 의대증원 정책을 적극지지 합니다,0,0,0
국민을 위한 대통령을 믿습니다.,0,0,0
윤 대통령  지지 합니다,0,0,0
2000공이 아니구? ㅋㅋ,0,0,1
이태원 희생자들과 채상병은? 비국민임?,0,1,1
그걸 아는 놈들이 문재인 때는 왜 반대했니? ㅋㅋㅋ,1,1,1
계속 똥볼만 차는구나~~ 처음엔 국민들도대부분 찬성했지만 국민생명은 안중에도 없이 막무가내식으로 밀어부치라는건 아니었다 결국 4.10 심판대에 오른거지,1,1,1
무슨 개소리  하는지 본인도  모르고 떠들지,1,1,1
채상병이랑 이태원 피해자는 국민이 아닌거냐? 생명이 아닌거냐? 아님 둘다 아냐?ㅋㅋㅋ,0,1,1
국민생명 담보로 의료대란 일으킨놈이 할말은 아니지 않나,1,1,0
이놈은 공갈만 치네.이태원은 오송은. 채상병은.,1,1,1
굳이 민족학살 날강도 범죄 폭력 무인권 독재 적국의 식당 갈 이유가?,1,1,1
대통령도 삶은 소대가린데 뭘..,0,1,1
"요즘같은 남북정세에 굳이 북한식당을 가야했나?어떻게 나올지 뻔히 알건데 참 생각이 없네 
상황파악좀 하면서 싸돌아 다녀라",1,1,1
쎄쎄당이  가면 쌍으로 환영하겟지요,0,1,0
부칸 식당에 왜 가나  라면이나 사먹지  ㅉ,1,1,1
곧 전쟁이다 러시아탈출해라,0,1,1
"""괴뢰는 나가라!' --> ???: ""셰셰셰셰""",1,1,0
여기갔던 유튜버인가 동영상 올려서 그럴걸요? ㅋㅋ,0,0,0
뻔뻔하고 째째하고 쪼잔한 존재들ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,1,1
김일성일가의 노예들. 거기가 괴뢰야.,1,1,1
북한 괴뢰는 한민족도 동포도 아닌 그냥 주적일 뿐! 꿈 깹시다!,1,1,1
그래 맞다.  한국 괴뢰!  너는 북조선괴뢰!  우리 괴뢰끼리 대화해 보자!  누가 진짜 괴뢰인가! ㅎㅎ,1,1,1
가서 팔아주지말아라~매국노들아,1,1,1
거기 머 먹을 게 있드나? 줏대 좀 있어 봐라!,0,1,0
하는짓이 전라도와 참 비슷하다.,1,1,1
절대 가지 마랑께. 외화벌이 막자고라,0,1,1
얼빠진 북한 안가면 돼지 뭐가 아쉬다고,1,1,1
리짜이밍하고 가면 패스인가,0,1,0
북한식당을 왜가니?참 오지랍도 대단하다,1,1,1
아무리 호기심이라도 저기서 쓴 돈이 미사일로 돌아오는데 북한식당 가는게 제정신인 인간들이냐?,1,1,1
금강산 관광때 남한인들 환영해주던 그때가 좋았다.,0,0,0
랴오닝(遙寧)성?  漢字로 랴오닝(遼寧)성 아니냐? 기자야 한자 좀 체크해 보거라!,1,0,0
이 모든책임은 문죄인이에게 있다,1,1,1
그렇게 궁금하면 그냥 38선을 넘어가시오,0,1,1
