comment,SEJ_label,PEJ_label,MRJ_label
멍청한미국지금도 패권싸움할패귄만노려 저러니경제가바닥이고 위상도 바닥이지 ㅋ,1,1,1
대한민국과 미국의 동맹은 영원합니다.^^,0,0,0
니네가 망쳐논 물가나 보고 시뷰러,1,1,0
한미일 방사능 오염수 동맹은 전 세계를 테러하는 범죄집단일 뿐이지,1,1,1
"국가 부채 35조 4,000억 달러의 빚더미를 자랑하며 무역 적자 1조 달러인 주제에 동맹 타령 하며 헛소리하고 있네요.",1,1,1
이짓거리를 왜하냐고도대체,1,1,1
나라가 힘든데...세금  써가며... 임시공휴일은 누굴 위한거냐? 정작 군인들은 저게 뭐냐ㅜㅜ쉬지도 못하고ᆢ,0,1,1
군대도 안 다녀온 용산돼지가 국군  통수권자라니 우습다.채상병 특검이나 받아라,1,1,1
병사들 복지비용 다 삭감하고 79억 세금써서 국군에 날에 군인들 괴롭히고 주인공 행세하는 미필 부동시 인간말종은 조속히 탄핵되길 바란다~!!!!,1,1,1
운영규정 미준수로 인해 삭제된 댓글입니다.,0,0,0
"장병들아 고생들했다.편히 쉬어야할 국군의날에 
굥거니 잘못만나 정말 수고들하였다.",0,1,1
여기 중국 간첩들 많네,1,1,1
ㅎㅎ 뭘해도 불만인 사회적 소외자들. 생각이 3류니 인생도 3류지 ㅋㅋ 대한민국 국군 파이팅!,1,1,1
오늘도 언론의 자유랍시고 불철주야 까대는기사 잘보고있습니다. 불편한 개인 블로그도 아니고 유용한기사는 하나도 없구만,0,1,1
한걸래는 논조가 스스로 헷갈려서 기자도 결론을 못 내리지. 한걸래의 정체성이 이런 기사를 보면 안다.,1,1,1
"행사 비용으로 군인들 특식이나 주지...뭐하는 짓거린지...
사회주의 욕하면서 사회주의 따라하는 코미디...",1,1,1
결론은 군대도 안가본  무식한 겁쟁이 독재자 들이 즐기는 오버쇼지.,1,1,1
누굴 위해 이런 웃기지도 않는 코메디에 혈세를 들이는건지... 진심으로 이게 무슨 의미냐 군대 안갔다오신 대통령께 묻고싶네요,1,1,1
모하러 이짓꺼리하며세금이나 낭비하고 욕얻어쳐묵고...지지율 더 떨어지고..구시대적 발상에 국민들 치가 떨린다..,1,1,1
"79억 들여서 군인들 개고생, 국민들 개불편. 군대 안 다녀온 윤석열의 병정놀이.",1,1,1
친일 역적놈이 한국 군사력 악화 시키려고 군인들 혹사 시키는거야. 하는짓마다 꾀병으로 군대  안간것이 표시 난다.,1,1,1
군대. 안 간 넘이 뭘 알기나 할까??,1,1,1
시민들 불편하게 찻길 다 막아놓고 군사쿠데타 연습하는거 같았다. 임시공휴일 지정하고 욕먹는 것도 건국 이래 처음이었을겁니다.,0,1,1
"나쁜것들 이런게 무슨 소용그돈으로 고생하는 군인들 복지나 힘쓰지
에잇. 이 못난것들",1,1,1
짝눈이는 군대도 안가고 양심도 없네. 장병들 골병 들겠다.,1,1,1
자랑질할수록 별볼일 없지않나? 조용히 힘이나 길러라 뭔 소비적인 행태인가...,1,1,1
따라할게 없어 김정은 따라하고 자빠진 윤석열. 미군 걷는 사진 봐라. 저 편안하게 산책하는 미군 무시할 수 있냐? 군대 안간 대통령 자격지심이냐?,1,1,1
북한 돼지가 좋아하는 내용들로 꽉 채웠네?ㅎ,1,1,1
장군님 앞에서 하듯 하길 원했나봐? 게레는?,0,1,1
미군은 산책하고 돈 받아가것네 ㅎㅎㅎ,0,1,1
미군들은 지들 국군의 날도 아닌데..ㅋㅋㅋ,0,1,1
저딴거 하려고 80 억을,1,1,1
아무것도 하지 마라~~ 뭘 하려고도 하지 마라~~ 그냥 조용히 있어라~~~ 제발~~~!!!!,1,1,1
미필 두대통령의 병정놀음?,1,1,1
군인들 편히쉬게하는게 국군의날 이라고,0,0,0
"ㅋ 그냥 걷기 훈련 시켰네..국군의 날에 국군의 사기를떨어뜨리고 더 힘들게 만듦,  국민은 안심하긴 커녕 더 분안",0,1,1
"군사 퍼레이드 4천왕 김정은,푸틴,시진핑,윤두환👍",0,1,1
처우개선이나 하지 ㅡㅡ,0,0,0
한게레는 여전히 불만 이구만북한이 쳐  들어 오면 인민군대  만세 외칠것 같다,1,1,1
벌갱이 한겨레...용쓴다 정은이 따까리부대 ㅋㅋㅋ,1,1,1
요즘 민주주의 국가라고 할수있나? 다른나라에서보면 북한이랑 다를게있나?,0,1,1
한겨레는 북한 매체인가?,1,1,0
"국군 통수권자 놀이에 아주 푹 빠졌네,,,~~~!!!",1,1,1
대통령 놀이하고 앉았네,1,1,1
장병들 행진 시키지말고 최신 장비만 보여주면 되지...뭐하러 개고생시키고 돈쓰냐,1,1,1
조직적으로 댓글다는 공산당소속 중국인들이 정말 많네 ㄷㄷ,1,1,1
