comment,SEJ_label,PEJ_label,MRJ_label
동족이라는게 부끄럽다.,0,1,1
북한은 머리좋은넘들 자기조국  먹여살리는데  심혈을 기울리는데 우린 이기적 의새들뿐!,1,1,1
크롬쓰지말고 마소엣지쓰라고 홍보하는거네,0,0,1
문어벙이 건네준 usb에는 무슨 내용이 들어있었을까?,1,1,0
돼정은 돼진핑 하는짓이 맨날 그렇지 남의꺼 훔치기. 사형이 답이다,1,1,1
약탈경제를 아직 못벗어나고 있음...,0,0,1
재내들이 잘하는거 남의 소유 물건 훔치기,1,1,1
적에게 usb를 넘긴 넘을 총살형에 처해야.,1,1,1
그지들  일을해라 절도하지말고,1,1,1
윤석열이 그랬잖아.....병사 한 명 죽었다고 간부들을 징계하면 누가 간부하겠냐고....,0,1,1
정보본부? 뭔가 이상하다. 사망 사고고 이 정도 이상하면 당연히 일반 경찰에 넘겨야 하는 거 아닌가,0,0,0
ㅜㅜ이런기사보면넘속상하고화가난다왜멀쩡히들어간군대에서죽어나와야하나ㅜㅜ제발이런일이없길바란다,0,0,0
군대가 스스로 자정해야 하는데 원칙과 군율이 없이 지휘관 자의적인 집행으로 사망사건이 돌발하는 사건이다. 지휘체계 특검 감사해라!,0,0,1
격리해서 혼자 생활하도록 하는 징계가 있다는 것은 듣도보도 못한 내용이네요. 사실 관계를 정확히 밝혀야 합니다. 꼭,0,0,1
의무만 있고 책임은 없는 ...이번엔 누가 책임 질건가?책임질 의사는 있는가?,0,1,1
왜 멀쩡한 남의 아들들을 군대에서 죽이는 거냐,0,1,1
"국방부를 족쳐야 한다..... 요즘 방산비리, 기강해이가 도를 넘은듯...ㅠ",1,1,0
윤석열이가. 계속 사고를 치는구나.,1,1,0
원래 규정대로면 타부대 전출인데 제대가 얼마 안 남아 협의하에 분리조치(격리)했다고 기사에서 봤는데..무슨 일이었는지 징계의 발단이 된 사건이 궁금하다,0,0,0
여기 저기서  많이 죽어 나가네.그래서 대통령을 잘 선택해야지.,0,1,1
무슨짓을 했길래 격리 되었는지도 밝혀라. 그럼 할말 없을걸,0,1,1
요즘엔 영창 집어 넣어도 가혹행위네. 에라이 망국이다.,1,1,1
내가 몇십년전 보던 뉴스들과 요즘 보는 뉴스들이 별로 다른게 없는걸보니 결국 대한민국 자체가 몇십년동안 근본이 별로 변한게 없는거같다.,0,0,0
왕따시키고  격리시킨거냐?  누가시킨거냐?,0,1,1
윤은 한낱 병사의 의문사에 관심조차 없다. 급사라했잖아.,0,1,1
"북한, 쭝국,나찌보다 더 하네...이늄의 윤똥 국빵뿌 !",1,1,1
부동시 미필자가 군통수권자가 되니 완전히 군기가 해이해져서 별 해괴한일이 다벌어지네,1,1,1
요즘은 영창 안보내고혼자 격리시키나?,0,0,1
무슨 큰잘못을 했다고 혼자두냐,0,1,1
멀쩡한 청년들이 갑자기 죽는 경우가 요즈음 많이 늘엇다.....코로나백신 부작용,0,0,1
귀신의 소행인가.. 원인이 무엇이든간에 참으로 안타깝다.,0,0,1
계양 찢점이 소행인가?,0,1,1
"결국 쥴리의 뜻을 관철하기 위해서 은폐,조작된거지!",0,1,1
특검만이 채상병과 그가족들의 맺힌한을 풀어주겠지요~~이 극악무도한 정권~ 정신차러야지,1,1,1
우리는 군복무에 의무가 잇고  국가는 의무를 다하는 국민을 전역시 부모님 곁으로 돌려보네야 합니다 그게국가의 의무 입니다  전시도  아니구,0,0,0
외압 숨긴 사람이 김계환인데. 추모식 갈 자격도없다.,0,1,1
군대도 안가본 놈 애도 안키우는 부부가 부모 마음 어찌 헤아릴까,1,1,1
책임지는 놈 하나 없는데 썩을 놈은 수사가 잘됐단다. 수사가 미진하면 지가 먼저 특검을 신청한다던 개소리 할때 알아봤지.,1,1,1
눈물이납니다 왜?이렇게됐을까요,0,0,0
정의로운 혼괴가 되어 윤가와 거니를 혼내 주거라! 국민들이나 편하게 살게… 채 상병만 생각하면 먹먹해진다. 비통하다.,1,1,1
짐승만도 못한 윤가패거리들아 너희들은 대대로 천벌을 받을것이다.,1,1,1
이게 정쟁에 휘말린게 안타깝다. 이번 정부는 목숨이 그렇게 가볍게 보이나? 그깟 정치질 권력질이 더 중요해보이는 모습이 정말 한심하다.,1,1,1
가슴울컥 해지는 이  감정은 왜 일까요. 채상병의 슬픔이 헛되지 않게  두번다시 군에보낸 자식들로인한 비통한 눈물을 흘리는 일이 없도록  해야겠습니다.,0,0,1
"국짐정권의 본능ᆢ 엄청난 사고도 잘나고 사고만 나면 발뺌과 책임 회피, 선동질ᆢ 국짐  반드시 없어져야 할 것들ᆢ",1,1,1
반드시 그놈들을 탄핵 처벌해야 한다,1,1,1
출세욕에 안전지시무시하다이런사태가 온것아닌가 사단장하나 문책하면끝났을일을,0,1,1
젤  나쁜인간 비겁한인간이 장군들인데  왜이놈들은 묘지도 넓어,1,1,1
"아들을 둔 부모로써 가슴이 뭉클 합니다,아들을 먼저 보낸 부모의 마음 무슨말을 한들 위로가 되겠습니까,",0,0,0
대통은 국민 생명을 보호해야할 의무가 있는데  ~~뭔가 감추고 왜곡하려는 듯한 짓을 하고 있으니 오늘 까지도 시끄러문거 아니겠소?,0,1,1
젊은해병의죽음앞에 해병대답게 당당하게 진실을 밝혀라 자기자신의 아들이라고 생각좀하자 비겁한 인간들아!!,1,1,1
이태원참사 채해병외압사건 다 용산멧돼지 작품 지옥불에 떨어지길....,1,1,1
바퀴벌레약좀 뿌려야겠구먼,0,1,1
채상병 어머니 마음 백번천번 공감하고 이해합니다.~!!!,0,0,0
수치스런 보수는 노! 다시 나라를 사랑하는 보수들이 정의와 공정을 바로 세우길~~,0,0,1
추모공원~해병대 훈련중에..작전중에 사망하는 병사들 모두 추모공원을 만들어라,0,1,1
이 사건 왜  빨리 해결 못하냐?!도대체 뭐가 문젠거냐?!정치 싸움질긍산해라ㆍㆍ사건은 사건으로 해겔해라,0,1,1
손가락 방향을 제대로 가르켜야 범죄자를 잡는다.,0,0,1
군대 안 보내는게 장땡이다,0,1,1
지금은 정치화 됬지만 그걸떠나서  맘이 너무아프네요,0,0,0
지휘관운 전쟁나도 벙크속에서 낮잠잔다,0,1,1
그래서 군대가서 죽음은 개죽음 이라 합디다 윤가 말 못 들었나요 이런일에 사단장 처벌하면 운운 하는 무식꾼말 국민이 분노했죠,1,1,1
ㅋㅋ 해병대가면 목슴은 지휘관 것  개판. 애초 대한민국은 썩었나,1,1,1
한겨레신문 이잡것들도 뻔뻔하네 서결이 쥰내빨더만,1,1,1
해병대를 왜가노  고생만 직싸리 하는데 공군가라 개꿀빤다,1,1,1
"어차피 윤석열도 태생은 좌파였다. 탄핵을 하든, 빵에 보내든 알아서들 해라. 타격감 1도 없다.",1,1,1
이런식이라면 흉상 건립 해야할 분들 엄청 많은데...,0,0,1
누가봐도 이성근인데... 대통령이 말려들어가고 야당에 의해 영부인까지  지금은 여당대표까지! 진실은 그대로 묻히는지!,0,0,1
적당히 정치로 이용해먹어라 고인에대한 모독이다. 천안함용사들도 흉상만들어줬냐?... 진짜 너무한거 아니냐...,0,1,1
한겨레는 시체팔이 그만하고 고인 편히쉬게놓아주라.,1,1,1
허위선동전문 한겨레가 사건수사 전개가 불리하니 눈물팔이 단계로 들어갔네! 하기야 김의겸을 배출한 신문사에 뭘 기대하겠나 ~~~,1,1,1
"채상병 어머니 이제 그만 하세요, 사실 관계가 다 밝혀 졌는데 무얼 노리나요, 지금도 수많은 병사가 고생하는데~~~",0,1,1
지휘관은 같이 수색나간 다른 병사들을 지켰습니다.,0,0,0
이게 뭐냐?  저승의 채상병이 힘들어 견디겠나. 그만하자.위문편지 쓰는 것도 아니고.,0,1,1
선동질 기사  읽고 보지 맙시다  선동질 전문 찌라시 신문  기가 찬다,1,1,1
