comment,SEJ_label,PEJ_label,MRJ_label
새해첫날부터 못볼껄 보고말았다,0,0,0
국무위원장이란 말도 붙이지 말고 북쪽에 있는 김정은 이라고 기사 쓰자 저딴 인간한테 그런 직책을 왜 붙여 주는거임?,1,1,1
저 도야지는 공과 사도 구분을 못 하네. 민주당 패거리들은 북한의 저런 짓거리에는 어찌 그리도 관대할까?,1,1,1
아이구  보여주기식  잘도한다 선동질 또 하고있네 북한 인민들 참 불쌍다.,1,1,1
정은아 니가 니딸 예쁜것 만큼 니네 나라에서 굶주리는 주민들의 굶주려 죽어가는 자식들도 생각하길 바란다,1,1,1
새해부터 북조선 뉴스 보기싫다 ㅡ ㅡ,1,1,0
저딴걸 좋아라하는 민주당,1,1,1
전쟁 시작해라.니 딸부터 폭사당할거다,1,1,1
전쟁광 싸이코를 왜 기사화하냐 새해부터,1,1,1
뽀뽀사진일줄이야........ 나도모르게 오마이갓을 외쳤다,0,0,0
2천파운드 벙커버스터로 폭사시켜야될 희대의 불량양아치 집단 세습독재자 부녀,1,1,1
우덜🇰🇵빨~~~~갱~~~~~이. 뉴스.  리덜일 리. ~~~,1,1,1
존엄이라한정당 언ㄹ.ㅇ가서 아련하셔이나라  국개의원 더부러공산당,1,1,1
"그냥 넵둬라 망할날 머지 않았다,",1,1,0
남한드라마는김정은이가제일많이봤을것이다,0,0,1
돼쥐들 잘노네.아들은 없냐? 숨기는건가? 주애앞세워 놓고 아들은 비밀리에 숨겨두고 키우는건가?,1,1,1
아놔 연초부터 재수 없게,1,1,0
북한이. 오늘날 저렇게 버티는힘이 누구에 도움이였을까,0,0,0
이런 기사 왜 올리냐? 이거 올리롬 간첩이야?,1,1,1
이것들 쫌 기사 쓰지마라,1,1,0
공산주의는 핑게고 김씨왕조가 딱 맞다,1,1,1
이런게 왜 기사거리냐?,0,0,0
제발 이 꿀꿀이 그만좀 보자,1,1,1
아들도 못났는 북도야지 치우라우  걸거쳐,1,1,1
러시아 공주 아나스타샤 꼴 날것 같은데...지금이 아마 가장 화려한 순간일듯,0,1,1
뭐하는 짓거리냐? 이런 기사 볼때마다 남한땅에 태어나게 해주신 신께 감사할뿐이다. 이런 말도 안되는 집단을 빨아주는 세력은 모조리 북으로 보내야한다.,1,1,1
북한판 윤두창과 한깐족이노??,1,1,0
아니 문재앙 리죄명이한테는 왜 뽀뽀안해줌???차별하는거임????????????,1,1,1
백두돈가족 복많이 받고 왕국 잘 유지하고 남대남으로 서로 생까고 잘 살자고 화이팅이다,0,1,1
입냄새 ㅈㄴ 나는데 ㅋㅋㅋㅋㅋㅋㅋ,1,1,1
4대 세습하려고 추하게 용 쓴다 지구 위에 저런 나라가 또 있나?,1,1,1
진짜 후계자로 보는건가,0,1,0
사상검증 해봐야 하는거 아님?,0,1,0
얼마 안남았다. 북한붕괴..  중국에 넘어가나?,1,0,1
북한의 주애가있다면 남한에는 거니가잇다,0,1,1
뭐 대한민국엔 쥴리도 있는데 뭐~ 라마다르네상스 쥴리여사ㅋㅋㅋ프랑스에선 뭐라고 부르던데? ㅋㅋ 진짜 창피스럽다,1,1,1
나라가 2년도 안되어 박살이 나는구나,1,1,1
대통령이란놈이 저모양이니 알본놈들이 설치지,1,1,1
영토방위의 핵심 부처이어야 할 대한민국 국방부에서 먼저 독도를 포기했는데 일본이 그걸 가만 두겠냐? 윤두창은 오늘 밤 일본 걱정에 잠 못 이루겠네,1,1,1
일본해로 표시했네.. 개판이다,1,1,0
어차피 윤석열이 원하는 그림임. 탄핵 시키고 두 부부 + 한동훈 외 국짐당 인간들 모조리 감옥에 넣어야 함.,1,1,1
일본대사를 초치하여 즉각  강력항의하라,0,0,0
그리고 우리땅인데 독도지우고 내보낸 kbs,0,1,1
과거식민지 나라 대통령이 친일파가 되어서 개노릇을 자처 하니 활개를 치지,1,1,1
굥총독이  좋아하겠네 ㅋㅋㅋ,0,1,1
2찍 했는 순간부터  너거 땅이라고! 이제야. 알겠냐???,0,1,1
멋져 브라보! 이 정권 정말 역겹다,1,1,1
2찍들  좋겠다   어 너네나라에 지진해일 난다,1,1,1
성렬이가 원하는 굳건한 한일 동맹이 보인다,0,0,0
이모든게 한날 한순간의 실수로 인해 발생 한거에요.2찍들은 독도는 우리땅 부르지마라.가증스럽다,1,1,1
윤완용의 업적이 드디어 빛을 보는것인가?,0,0,1
나라 망가지는거 한순간이구나~~진짜 ㄷㄷ,1,1,0
얼마나 모지리면.. 우리나라땅에 지들이 맘대로 저래해도 대사초치해서 엄정하게 책임을 물어야됨에도.. 그러겠냐?! 일본 앞잡이가?!,1,1,1
매국노 윤석열을 탄핵하라.,1,1,1
한국은 분쟁지역 만들다 실패하니 지도에서 지우고 방송하고 일본은 당당하게 자국영토라고 대놓고 저리 표시하니 거참 아이러니하네,0,1,1
이미 윤뚱이 양도했을수도 있음 짐 맘되로,0,1,1
일본 지진피해나도 도와 주지 맙시다!!!옛날에 지진피해나서 도와줬는데도 독도는 자기들 땅이라고 우겨서 도와준거 후회했음!!,1,1,1
윤두광은 도대체 뭘하고 있나? 이게 나라냐? 한깐족은?,1,1,1
국방부란놈들이  우리것이라고 하지않고 영토분쟁이라고했는더 이정권끝나기전에 일본놈들한테 뺏기지나 않을지 심히 걱정된다 에랑 2찍들아,1,1,1
아이고 ㅠ 이번 일로 윤완용이 또 얼마나 세금 털어서 도와줄까 ㅠ,0,1,1
일본과 사이를 개선하려해도 요모양이니 어쩔까. 일본의 독도에 대한 집착이 대단하네. 혼인신고하고 잘살고있는 내 마누라를 자기 마누라라고 하는 꼴이다.,1,1,1
"윤가가줬나보지!!
폭탄주 한잔에",1,1,1
곧 나라땅도 말아드실려고 하네ㅋㅋㅋㅋㅋㅋㅋ,1,1,1
대통령실.국방부마저도 독도를 분쟁지역으로 표기하는데 말다했지.,0,1,1
ㅉㅉ 재난앞에서도 참 꼼꼼하다. 근데 우린 무정부 상태인건가? 왜 아무말도 안하나요? 내줬냐?!,0,1,1
독도기상청 일본한태 일부러 내주고   방관했남?,0,1,1
요즘 한국 하는짓들 보면 독도는일본땅 된거같은데? 뉴라이트에 찌든 대한민국 지도부.,1,1,1
윤임기내에 독도 가져가려고 환장을 했는데 윤은 찍소리도 안하는 상황….. 독도는 선 넘었지,1,1,1
"ㅋㅋㅋ 조만간 큰 특보 하나 나겠네독도가 일본으로 넘어갔습니다
개.돼지들은 박수치세요하면서",1,1,1
심각함을 모르는건지 당연하다고 생각하는건지대통령은 말이없다,0,1,0
윤석열 집권 2년차. ㅋㅋㅋㅋㅋㅋ 두고봐라 임기말엔 독도를 일본에 갖다 바칠걸? ㅋㅋ,1,1,1
풍산개만도  못한  그놈  딱 한놈  용산개  요놈   동해바다  풍어제 지낼때  제물로 받치자~~~,1,1,1
일본에 항의는 하냐? 대사 초치는?,0,0,0
국방부가 안중요하다며 빼버리고  일본은 ㅇㅇㅇ을 하고 어휴,1,1,0
일본놈들 남에 영토 탐내다가 너거들 본토가 침몰 할것이다,1,1,1
이런거 때문에 이재명 조 같아도 민주당 찍는거지. ㅉㅉ,1,1,1
석열아 머 느끼는거없냐?,0,1,1
`독도를 제멋대로 자기네 땅`으로 표시해.. 로 제목을 바꾸세요.,0,1,1
대통령을 호구로 생각하니 그럴 수 있지.,0,1,1
내버려둬라 일본이 우리나라 독도에 사는 사람들이 걱정되서 해일주의보 내렸나보다,0,1,0
끔찍하게 아끼네요...,0,1,0
나라가 이런데도 아직 국민의짐당을 지지하는 것들은 뇌가 있는거냐?,1,1,1
독도는 이미 일본에 갔다바친거였구만. 망조다 망조 이노무 친일 매국노정권.,1,1,1
윤완용이 준다고 했겠지...,0,1,1
경상북도 분들......독도는 어느나라 땅이요?,0,0,1
윤완용이 독도가 울땅인지 남땅인지 인지가 안돼나보네..저런자가 대통령이라니,1,1,1
"국격이든  뮈든간  다 후퇴되고 있다는 느낌이 드네요!!!!  이래서야 어케  합니까~
어케 하냐고요~ 나라망신...",1,1,1
석여리 모자란건 인정하니 만만하게 보는건 알겠는데  국민들은 아니지! 독도 일본땅 됐다 하는순간  니들은 죽어,1,1,1
"기시다 ""한국에는 든든한 협력자 윤석렬이가 있스무니다""",0,1,1
독도는 일본땅맞다 한동훈윤석열정권이 줬다 분쟁지역이라 대한민국땅아니다 윤석엻한동훈 하이팅,0,1,1
적당히해라 석열아. 봐주는것 한계가 있다,1,1,1
이정부의 성과가나타나는구만~,0,0,0
이얼....후쿠시마오염수 방류 찬성해줬는데 석열이한테 와 그러노 신사참배도 갔다며???,0,1,1
정신나간 우리나라정부만큼 정신나간 나라네요,1,1,1
염 병 이라고 해두겠네.,1,1,0
"동해가 뭐임? 한국해/한반도해/독도해 이렇게 해야지!

어느 바다이름이 동해/남해/서해가 뭐냐?
역사학자,위정자들이 반성해야함!",0,1,1
국방부에서 일본땅이라고 절반인정했는데.,0,0,0
우리도 대마도에 해일 주의보 내리면 되지 않나? 재난 문자도 보내고..,0,0,0
정치인들  정신 바짝 차리세요,0,0,0
세계에서 제일 반성할 줄 모르는 민족!이웃으로 생각해 용서할려고 노력해도 용서가 안되는 민족!,1,1,1
백번 지진이  일어나야지 정신차리고 일본땅이폭삭 바다밑으로 추락하는 것이 끝이다,1,1,1
윤모지리 부부와 토착 왜구당 국짐이 집귄하니 나라에 망조가 들었네!,1,1,1
여야를 떠나 이건 아니지,0,0,0
이것이 보수정부의 결과.,0,1,1
